WorkerId,Random.ID,Start.Date,End.Date,Progress,Duration..in.seconds.,Finished,Recorded.Date,Response.ID,User.Language,Q_RecaptchaScore,Click.to.write.the.question.text...Date,X...I.believe.I.have.encountered.this.animal.species.in.the.real.world.,Which.social.media.do.you.have.use..select.all.that.apply..,X...I.am.knowledgeable.about.wildlife.and.or.habitat.conservation.,X...This.animal.is.an.endangered.species.,X...After.seeing.this.post..I.am.more.likely.to.support.wildlife.conservation.and.or.research.,X...This.animal.would.make.a.good.pet.,X...I.believe.I.have.encountered.this.animal.species.online.,X...I.would.seek.out.an.experience.to.personally.interact.with.this.animal.,X...This.post.depicts.wildlife.research.,X...I.would.like.to.have.this.animal.as.a.pet.,X...I.think.wildlife.conservation.is.important.,X...I.actively.support.or.participate.in.wildlife.and.or.habitat.conservation.,X...After.seeing.this.post..I.would.like.to.see.more.images.like.this.,To.see.the.post.again..use.your.mouse.to.click.on.the..Back..button.....What.one.word.comes.to.mind.when.you.see.this.post.,What.is.your.age.,Please.specify.your.ethnicity.,To.which.gender.identity.do.you.most.identify.,What.is.the.highest.degree.or.level.of.school.you.have.completed..If.currently.enrolled..what.is.your.highest.degree.received.,Treatment.shown
A625YLSBO4CJI,16982,8/20/2022 0:59,8/20/2022 1:14,100,891,1,8/20/2022 1:14,R_1IGUBKOrfND5jmi,EN,0.899999976,8/19/2022,4,"1,2,3",4,4,4,4,4,2,4,4,5,4,4,small monkey,25,1,1,4,Image3
A3LQRX4K4CV6XU,49699,8/20/2022 0:59,8/20/2022 1:18,100,1155,1,8/20/2022 1:18,R_sgQg3zd5aHEwa53,EN,1,8/20/2022,5,"1,2,3,5",4,4,5,4,4,4,4,4,5,4,5,KINGKONG,25,1,1,4,Image1
A3BETQFPR2I40F,53264,8/20/2022 0:59,8/20/2022 1:11,99,662,0,8/27/2022 1:11,R_1YsnqS1mYv08Hgl,EN,0.899999976,8/20/2022,4,"1,2,3,4,5",4,4,4,4,4,4,5,4,4,4,4,CUTE,25,1,2,4,Image4
A24V7XV56AO3HE,99711,8/20/2022 1:00,8/20/2022 1:21,100,1310,1,8/20/2022 1:21,R_296Tvbvs5aVMQa0,EN,0.899999976,8/20/2022,4,"1,2,3,4,5",4,4,4,4,4,4,4,4,4,4,4,NICE,25,1,1,4,Image4
ADYKAF5FQ6XNB,99711,8/20/2022 1:00,8/20/2022 1:21,100,1310,1,8/20/2022 1:21,R_296Tvbvs5aVMQa0,EN,0.899999976,8/20/2022,4,"1,2,3,4,5",4,4,4,4,4,4,4,4,4,4,4,NICE,25,1,1,4,Image4
A3PAWDULKV2CYK,73125,8/20/2022 1:01,8/20/2022 1:12,100,694,1,8/20/2022 1:12,R_1jIHUGrnM7diHUf,EN,1,8/20/2022,4,"1,2,3",5,5,4,4,4,4,4,5,4,4,5,All animals are observed safely and humanely for research with the proper permits and training very important ,30,2,2,4,Image2
AYQDG7OL5GWE7,44394,8/20/2022 1:01,8/20/2022 1:09,100,490,1,8/20/2022 1:09,R_2rvJ5BINvMeK5E1,EN,1,8/20/2022,5,"1,2",4,4,4,5,4,4,5,4,4,4,4,Monkey,30,1,1,4,Image3
A3AT790ZBYOSQY,51700,8/20/2022 1:01,8/20/2022 1:21,100,1201,1,8/20/2022 1:21,R_2ZHQzJUYkq2EcKT,EN,0.800000012,8/20/2022,4,"1,2,3",4,4,4,4,5,5,5,5,4,4,5,I think wildlife conservation is important,30,2,1,4,Image1
A3MMTARX191R7Y,86809,8/20/2022 1:01,8/20/2022 1:23,100,1308,1,8/20/2022 1:23,R_z37qvyhQX8dPzwZ,EN,0.899999976,8/20/2022,4,"1,2,3",4,5,4,4,5,5,4,5,4,4,5,I would seek out an experience to personally interact with this animal,32,2,2,4,Image1
A1HBY957YJ5U0Q,24621,8/20/2022 1:01,8/20/2022 1:13,100,717,1,8/20/2022 1:13,R_3CT5QIToFtuS0sE,EN,1,8/20/2022,4,"1,2,3,4",4,4,4,4,4,4,4,4,4,4,4,small monkey,25,1,2,4,Image3
A326JB0IWW9FOE,90634,8/20/2022 1:02,8/20/2022 1:09,100,383,1,8/20/2022 1:09,R_vACgsmxRCRk8QKJ,EN,0.899999976,8/19/2022,4,2,5,4,5,4,4,5,5,4,5,5,5,protect,50,1,2,5,Image1
AFCSCF79FHAP7,71331,8/20/2022 1:04,8/20/2022 1:09,100,267,1,8/20/2022 1:09,R_1lyjKL9uRY33MDF,EN,0.800000012,8/20/2022,4,"1,2",4,4,5,5,4,4,4,4,4,4,4,very nice,32,1,2,4,Image4
AWULBUF1OMXQ5,72556,8/20/2022 1:05,8/20/2022 1:11,100,319,1,8/20/2022 1:11,R_1oBTEhsMSPPRjGj,EN,0.899999976,8/19/2022,4,"1,2",4,4,4,4,4,4,4,4,4,4,4,FEAR,32,1,2,4,Image2
A3QM4EPCWDNW0Q,82613,8/20/2022 1:06,8/20/2022 1:26,100,1213,1,8/20/2022 1:26,R_bvYNVDk6jy14G1H,EN,0.899999976,8/20/2022,5,"1,2,3,5",5,4,5,5,5,5,4,5,4,5,5,we need to save our wild animals,25,1,2,4,Image1
A20IZB22PKT7PC,44108,8/20/2022 1:07,8/20/2022 1:17,99,560,0,8/27/2022 1:17,R_1qVtDR99gLggnZi,EN,0.300000012,8/19/2022,5,"1,2,3,4,5",5,4,5,5,5,4,5,5,5,4,5,Save Animal,72,1,1,5,Image2
A2C3FPR02NA143,44992,8/20/2022 1:07,8/20/2022 1:11,100,216,1,8/20/2022 1:11,R_ULPFvWD5maBUAj7,EN,1,8/19/2022,4,2,1,2,5,4,5,4,2,1,5,2,2,its amazing look,32,1,2,4,Image1
AHW7KXGU1CASB,96248,8/20/2022 1:08,8/20/2022 1:12,100,228,1,8/20/2022 1:12,R_1SOBOj7hYPlPDJD,EN,1,8/20/2022,4,"1,2,3,4,5",4,5,4,4,4,4,5,4,5,4,4,VERY NICE,25,1,2,4,Image4
A3ALS6CCIYS2YY,37555,8/20/2022 1:10,8/20/2022 1:16,100,378,1,8/20/2022 1:16,R_xfS09yiQV9mokil,EN,0.800000012,8/20/2022,4,"1,2",4,4,4,5,4,5,4,4,4,4,4,VERY NICE,32,1,2,4,Image3
A571ZBYQ3ZFX4,37863,8/20/2022 1:10,8/20/2022 1:14,100,265,1,8/20/2022 1:14,R_2EyskVVZcg53rsm,EN,1,8/19/2022,5,2,5,5,5,5,5,5,4,5,5,4,4,help,56,1,1,5,Image3
A11WEYE8QYRHBX,98427,8/20/2022 1:10,8/20/2022 1:13,100,183,1,8/20/2022 1:13,R_0qdeUCnWpSWsZ9v,EN,1,8/20/2022,4,"1,2,3,5",4,4,4,4,4,4,4,4,4,4,4,gorilla,25,1,2,4,Image2
A2XB1RADZNN8Y5,37172,8/20/2022 1:10,8/20/2022 1:22,100,728,1,8/20/2022 1:22,R_3ekkiZoPQ0TxDUD,EN,1,8/20/2022,5,"1,2,3,5",5,5,4,5,5,5,5,5,5,4,5,Small Slender Loris,25,1,1,4,Image4
A392YUIHKW8SFN,25823,8/20/2022 1:11,8/20/2022 1:23,100,691,1,8/20/2022 1:23,R_2TY9soPMflvgsGw,EN,0.800000012,8/19/2022,4,2,5,5,4,4,5,5,5,4,5,5,4,Forest,28,4,2,4,Image2
A2LQF68XUEHZOS,74856,8/20/2022 1:12,8/20/2022 1:19,100,434,1,8/20/2022 1:19,R_1Gy4a1wy4xljjwb,EN,1,8/20/2022,2,"1,2",2,4,4,1,2,3,3,2,4,3,3,Pain,57,5,1,4,Image3
A3D8YJ77E7Z7YD,54443,8/20/2022 1:12,8/20/2022 1:25,100,740,1,8/20/2022 1:25,R_3qxknGNji1xwV38,EN,1,8/20/2022,4,2,4,2,4,2,4,4,1,4,4,4,5,animal,25,1,2,4,Image3
A2W5IFQ1I9SF2S,94249,8/20/2022 1:13,8/20/2022 1:29,100,988,1,8/20/2022 1:29,R_etjz4DWun4jnE8V,EN,0.899999976,8/20/2022,2,"1,2,3,4,5",4,4,4,4,3,4,4,4,5,3,4,The monkey is beautiful,25,1,2,4,Image3
A1UVDOK1CS6EUM,17106,8/20/2022 1:13,8/20/2022 1:34,100,1242,1,8/20/2022 1:34,R_3JwmixWCbG3wMJv,EN,0.899999976,8/20/2022,4,"1,2,3",4,4,4,4,4,4,4,4,5,4,4,The animal is very wild animal,25,1,2,4,Image3
A3SAORD76CDAFF,12406,8/20/2022 1:13,8/20/2022 1:38,100,1484,1,8/20/2022 1:38,R_6E7EdBqLKBQjXDr,EN,1,8/20/2022,4,"1,2,3,5",4,4,4,4,4,4,4,4,4,4,4,I think this post for create mindset to people for saving animals,25,1,2,4,Image1
A2D58OCEODJHGU,21415,8/20/2022 1:13,8/20/2022 1:16,100,170,1,8/20/2022 1:16,R_3fZ8O75o52lb029,EN,1,8/20/2022,4,"1,2,3,4",4,4,4,4,4,4,4,4,4,4,4,small monkey,25,1,2,4,Image4
A3PLTYKMWWX7GL,65682,8/20/2022 1:14,8/20/2022 1:28,100,847,1,8/20/2022 1:28,R_3Qmkkqv4MUirBvz,EN,0.899999976,8/20/2022,4,"1,2,3",5,4,4,4,4,4,4,4,5,4,4,In this post the gorilla and the man looking together,25,1,2,4,Image1
A1NJHA6N429B30,87902,8/20/2022 1:14,8/20/2022 1:50,100,2161,1,8/20/2022 1:50,R_3flSsocQxQU51QA,EN,0.899999976,8/20/2022,4,"1,2,3,4,5",4,4,5,3,5,3,4,3,4,4,4,save  the animals,25,1,2,4,Image4
ACMUK4WVEMEXV,93842,8/20/2022 1:15,8/20/2022 1:31,100,933,1,8/20/2022 1:31,R_vHvaQ5M0djaGyfD,EN,0.899999976,8/20/2022,5,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,the  post was very nice,25,1,2,4,Image4
AUVH4UBUIEKAR,28598,8/20/2022 1:16,8/20/2022 1:21,100,342,1,8/20/2022 1:21,R_2QE8lZl3NpafUJp,EN,0.899999976,8/20/2022,5,"1,2,3,4,5",5,5,5,4,4,4,5,5,4,4,4,WILD LIFE GORILLA,25,1,2,4,Image1
A3FE4TVFPIX53P,85755,8/20/2022 1:16,8/20/2022 1:36,100,1223,1,8/20/2022 1:36,R_DjyNTZEeOG8R75n,EN,0.899999976,8/20/2022,4,"1,2,3",4,4,4,5,4,4,4,4,5,4,5,This post is good,25,1,1,4,Image4
AMNQMSJA5KP7Y,50147,8/20/2022 1:16,8/20/2022 1:25,100,549,1,8/20/2022 1:25,R_29caPp1uEaRtKap,EN,1,8/20/2022,4,"1,2,3",4,4,4,4,4,4,4,4,5,4,4,powerful animal,25,1,2,4,Image2
AK7GYVMKXT3LC,92044,8/20/2022 1:16,8/20/2022 1:23,100,415,1,8/20/2022 1:23,R_1N9XhAuCulATRX0,EN,1,8/20/2022,4,"1,2,3,4",4,4,4,4,4,4,4,4,4,4,4,small monkey,25,1,2,4,Image4
A24V72V60OXR98,39054,8/20/2022 1:16,8/20/2022 1:23,100,372,1,8/20/2022 1:23,R_3PubxH7AIKb3QQB,EN,0.400000006,8/19/2022,4,"1,2,3,5",4,5,5,4,4,4,4,5,4,4,4,GOOD,25,1,2,4,Image3
A1NFDE7COOK6V,59899,8/20/2022 1:17,8/20/2022 1:34,100,1029,1,8/20/2022 1:34,R_2DZdN6rKnxtXpLn,EN,0.899999976,8/20/2022,5,"1,2,3",4,4,4,4,4,4,4,4,4,4,5,I think this post is great to see,25,1,2,4,Image3
A2Q2L2Y0AIMULI,24405,8/20/2022 1:18,8/20/2022 1:28,100,603,1,8/20/2022 1:28,R_2rDCRCY5DXxTcOP,EN,1,8/19/2022,4,2,4,4,4,4,4,4,4,5,4,4,4,all animals are safely and humanly,31,3,1,4,Image2
A3633OW51R1A71,97176,8/20/2022 1:18,8/20/2022 1:21,100,160,1,8/20/2022 1:21,R_5b9SUzbjEAAgeTT,EN,0.800000012,8/19/2022,4,"1,2,3,4,5",5,4,4,4,5,4,4,5,4,4,4,i like it so much,31,1,2,4,Image2
A2VY5GKTXHLC8Q,94590,8/20/2022 1:19,8/20/2022 1:28,100,561,1,8/20/2022 1:28,R_3nNxme9WA1wrfnz,EN,0.899999976,8/20/2022,2,"1,2,3,5",5,2,4,5,4,5,4,4,4,4,4,man and gorilla is a good friend,38,1,2,4,Image2
AEPTVO8F8X127,87328,8/20/2022 1:19,8/20/2022 1:25,100,389,1,8/20/2022 1:25,R_2qxDBkx7x1AoZIZ,EN,1,8/19/2022,2,"2,3,5",4,4,4,3,2,3,3,2,4,4,4,Nothing,30,1,2,4,Image1
A13OXH06U6XOGE,73292,8/20/2022 1:19,8/20/2022 1:50,100,1829,1,8/20/2022 1:50,R_2R3NHZOHbSaZ3eE,EN,1,8/20/2022,3,"1,2,3,4,5",3,5,4,3,3,4,4,3,5,4,4,Safe the wild animals that is very important,25,1,2,4,Image2
AH67CQB3YKBSD,41938,8/20/2022 1:19,8/20/2022 1:27,100,490,1,8/20/2022 1:27,R_3qeZj5yQasjpgSs,EN,0.899999976,8/20/2022,4,"1,2,3,4,5",4,4,4,3,4,4,4,4,4,4,4,Gorillaz,25,1,2,4,Image1
A3E57KB4DP3F8J,34252,8/20/2022 1:19,8/20/2022 1:34,100,905,1,8/20/2022 1:34,R_BG3W52iFh7Os39D,EN,0.899999976,8/19/2022,4,"1,2,3,5",4,4,4,4,5,4,4,4,5,4,4,I think this post is rare to see,25,1,2,4,Image4
A23RDO5LB3N9I7,48437,8/20/2022 1:21,8/20/2022 1:37,100,949,1,8/20/2022 1:37,R_1gNL7g6lmijFmw8,EN,0.899999976,8/20/2022,4,"1,2,3",4,4,4,4,4,4,4,4,4,4,2,This picture is nice,25,1,2,4,Image4
A3L3ET0EYXCWNN,88961,8/20/2022 1:21,8/20/2022 1:28,100,397,1,8/20/2022 1:28,R_2YCWG0EP3Z1HtZB,EN,1,8/20/2022,4,"1,2,3,4,5",4,4,4,4,4,5,4,4,4,5,4,GORILLA,25,1,2,4,Image1
A23HJQNHMGPIWN,69199,8/20/2022 1:25,8/20/2022 1:33,100,454,1,8/20/2022 1:33,R_21j0YF2WTnnKT5g,EN,0.899999976,8/19/2022,4,"1,2,3,4,5",4,4,4,4,4,4,4,4,4,4,5,Nice,25,1,2,4,Image3
A3M72NL1X1HMEN,65877,8/20/2022 1:26,8/20/2022 1:31,100,315,1,8/20/2022 1:31,R_30k4qHd1EZP6ERM,EN,1,8/20/2022,4,"1,2,3,4,5",5,5,4,5,5,5,4,4,4,4,5,WILD LIFE,25,1,2,4,Image2
A6LK4KM5ST58S,65877,8/20/2022 1:26,8/20/2022 1:31,100,315,1,8/20/2022 1:31,R_30k4qHd1EZP6ERM,EN,1,8/20/2022,4,"1,2,3,4,5",5,5,4,5,5,5,4,4,4,4,5,WILD LIFE,25,1,2,4,Image2
A1MPJEKDETM405,95158,8/20/2022 1:26,8/20/2022 1:41,100,924,1,8/20/2022 1:41,R_V4pKhEpGQQd32hz,EN,0.899999976,8/20/2022,5,"1,2,3",4,5,4,2,4,4,4,2,5,4,5,it seems to be cute,25,1,2,4,Image2
A2VTO3NSNHCAWD,30846,8/20/2022 1:26,8/20/2022 1:32,100,376,1,8/20/2022 1:32,R_OJMD9njbTz7GgOB,EN,1,8/20/2022,5,2,5,2,4,5,2,4,5,4,4,2,5,uglly,32,1,1,4,Image4
AYOSIB7JSIGRQ,15301,8/20/2022 1:26,8/20/2022 1:42,100,950,1,8/20/2022 1:42,R_3qePgapuGVi4AqV,EN,0.899999976,8/20/2022,2,"1,2,3,4,5",3,3,4,4,2,4,4,4,5,5,4,The post is nice,25,1,2,4,Image3
AQ3R5OVD8HVZU,86821,8/20/2022 1:27,8/20/2022 1:31,100,260,1,8/20/2022 1:31,R_2TGYNrIsHvaKGL0,EN,0.899999976,8/19/2022,4,"1,2,3,5",4,4,4,4,4,4,4,4,4,4,4,BEAUTYFUL,25,1,1,4,Image1
A24SZKY1SHCJ0C,96642,8/20/2022 1:28,8/20/2022 1:33,100,279,1,8/20/2022 1:33,R_1mUXnNaWDveW1Bf,EN,1,8/20/2022,4,"1,2,3",4,4,5,4,4,4,4,4,5,4,4,pitty,25,1,2,4,Image4
A3JKVMPX44GPRA,25540,8/20/2022 1:28,8/20/2022 1:32,100,204,1,8/20/2022 1:32,R_2vi8oPLX21ImEjG,EN,1,8/19/2022,5,"1,2,3,4,5",4,4,4,4,4,4,4,5,4,4,4,CUTE,25,1,1,4,Image4
AV5T5CJ1AULRI,16255,8/20/2022 1:29,8/20/2022 1:35,100,381,1,8/20/2022 1:35,R_ptruTV81xQau8Tv,EN,0.899999976,8/20/2022,4,"1,2,3,4,5,6",5,4,4,4,4,4,3,4,4,4,4,gorillaz,25,1,2,4,Image3
AJTRJCXXUI34T,50027,8/20/2022 1:29,8/20/2022 1:33,99,221,0,8/27/2022 1:33,R_6Pa6xeBMLkpgpfH,EN,0.899999976,8/20/2022,4,"1,2,3,4,5",4,4,4,4,4,4,4,4,4,5,5,GORILLA,25,1,1,4,Image2
A2Z46MP0F9MXQG,18205,8/20/2022 1:30,8/20/2022 1:46,100,948,1,8/20/2022 1:46,R_b1TKkNCy0ge33I5,EN,0.899999976,8/19/2022,5,"1,2,3",4,5,2,4,5,5,4,5,4,2,4,good ,42,3,2,4,Image4
A22LFSY4F2ZPJ0,85249,8/20/2022 1:31,8/20/2022 1:35,100,228,1,8/20/2022 1:35,R_3McEeTBDtlYVQ7K,EN,1,8/19/2022,4,"1,2,3,4,5",4,4,4,4,5,4,4,5,4,4,5,I want to meet gorilla also like this ,25,1,2,4,Image1
A1ASPBJXT8IS6D,11535,8/20/2022 1:33,8/20/2022 1:50,100,1033,1,8/20/2022 1:50,R_V4HDSwOQ3HTNTP3,EN,0.899999976,8/20/2022,4,"1,2,3,5",4,4,4,4,4,4,4,4,4,4,4,i think this post seeing on social platform is rare ,25,1,1,4,Image4
A3HWXBTTI657OS,32258,8/20/2022 1:33,8/20/2022 1:50,100,974,1,8/20/2022 1:50,R_9SOFTxOy3hXEahH,EN,0.800000012,8/20/2022,4,"1,2,3",4,4,4,4,4,4,4,4,5,4,4,This post is very nice,25,1,2,4,Image3
A1X34P1ZIFTNFI,63280,8/20/2022 1:34,8/20/2022 1:44,99,552,0,8/27/2022 1:44,R_2QLhLTnXS9RkLi7,EN,0.800000012,8/19/2022,2,"1,2",4,2,4,1,4,4,4,2,5,4,4,beautiful,34,6,1,5,Image2
A35QQGY8A1FOJL,98893,8/20/2022 1:35,8/20/2022 1:52,100,1001,1,8/20/2022 1:52,R_0kzDrwsWWoZUECt,EN,0.899999976,8/20/2022,2,"1,2,3,4,5",4,2,4,2,2,4,4,3,5,4,4,This post is nice,25,1,1,4,Image1
A13SVV734CFMU4,66708,8/20/2022 1:37,8/20/2022 1:49,99,735,0,8/27/2022 1:49,R_2afOquS6Jwd7xTy,EN,0.899999976,8/19/2022,4,"1,2,3",4,3,4,5,5,4,4,4,4,4,4,NOTHING,21,1,2,4,Image1
A2XSFYRQWIR5Z7,82532,8/20/2022 1:37,8/20/2022 1:45,100,519,1,8/20/2022 1:45,R_2EnJU1Y6gW7Igoh,EN,0.899999976,8/20/2022,5,"1,2,3,4,5",5,4,5,4,5,4,4,4,4,4,4,WILD LIFE PHOTOGRAPHY,25,1,2,4,Image2
A204HMX6NOUB7P,93093,8/20/2022 1:37,8/20/2022 1:46,100,538,1,8/20/2022 1:46,R_1ZdK03XQ82Lqvh7,EN,1,8/20/2022,4,6,2,4,4,2,4,2,4,2,4,4,4,good,51,4,1,4,Image1
ALX3TSOBNFU64,19757,8/20/2022 1:37,8/20/2022 1:42,100,309,1,8/20/2022 1:42,R_3Do2v3nJyqwgmYr,EN,0.800000012,8/19/2022,5,"1,2,3",4,4,5,4,4,4,5,4,2,4,4,good,40,1,2,4,Image4
A1QYBBI0XHD0PZ,29016,8/20/2022 1:37,8/20/2022 1:48,100,642,1,8/20/2022 1:48,R_2xx9ZrlhQs0iQnn,EN,0.899999976,8/19/2022,4,1,4,5,4,4,4,4,4,3,4,4,4,fdear,32,1,2,4,Image3
A19XH8VNCWRP47,86537,8/20/2022 1:39,8/20/2022 1:46,100,424,1,8/20/2022 1:46,R_2sRxbkgXCJy4vdg,EN,0.899999976,8/19/2022,5,"1,2,3,5",4,4,4,4,4,5,4,4,5,5,5,EXCITED,33,1,1,4,Image2
A2AGBQWEJJQM9C,15023,8/20/2022 1:39,8/20/2022 1:47,100,485,1,8/20/2022 1:47,R_1IJXtdFg2jkTODU,EN,1,8/19/2022,1,"1,2,3,5",4,3,5,1,3,5,5,1,5,5,5,Research,64,1,2,4,Image3
A3OCNP2U6WMC7X,86823,8/20/2022 1:41,8/20/2022 1:45,100,213,1,8/20/2022 1:45,R_1H2apNhzLP7JrPP,EN,1,8/20/2022,1,"2,3,5",3,3,4,1,2,4,5,2,5,2,5,adorable,24,5,1,3,Image4
A1RYW2H7HP2L08,83046,8/20/2022 1:42,8/20/2022 1:59,100,1070,1,8/20/2022 1:59,R_1oEWnQvw2uTOvR7,EN,0.899999976,8/20/2022,3,"1,2,3,4,5",4,4,4,3,3,4,4,3,5,4,4,Wild animals conservation is very important,25,1,2,4,Image2
A3JWQN4MDR17T7,86302,8/20/2022 1:42,8/20/2022 1:50,100,490,1,8/20/2022 1:50,R_3I5ZypJClaJckGC,EN,0.400000006,8/19/2022,5,2,4,4,3,4,3,4,4,4,4,5,4,mouse ,33,3,1,4,Image4
A3VQM3IJLGXPG4,43515,8/20/2022 1:43,8/20/2022 1:48,100,299,1,8/20/2022 1:48,R_2uTFRxZgJ6uJ9jX,EN,0.800000012,8/19/2022,4,"1,2,3",4,4,5,4,5,5,4,5,4,5,5,good,30,1,1,4,Image4
A9TFGY154Y2I,27464,8/20/2022 1:43,8/20/2022 1:57,100,829,1,8/20/2022 1:57,R_2c29TMdRf8nLbjc,EN,0.899999976,8/20/2022,4,"1,2,3,4,5",4,4,4,3,4,5,5,3,5,5,4,save  the animals,25,1,1,4,Image3
A1KVXPBXNIAZFC,85209,8/20/2022 1:43,8/20/2022 2:00,100,1011,1,8/20/2022 2:00,R_3PAcegdeAuO7E7Z,EN,0.899999976,8/20/2022,2,"1,2,3,4,5",5,4,5,2,3,4,4,2,4,4,4,This post is nice,25,1,2,4,Image1
A24763PS4JC2JF,15936,8/20/2022 1:44,8/20/2022 2:04,100,1189,1,8/20/2022 2:04,R_2XiCJ1AbQhDFlV5,EN,0.899999976,8/20/2022,4,"1,2,3,4,5",4,4,4,3,4,4,4,3,4,4,4,This post is beautiful,25,1,2,4,Image3
AVKE1NOI9TX8Z,65530,8/20/2022 1:44,8/20/2022 1:48,100,254,1,8/20/2022 1:48,R_2vbKrodWx4kwWWu,EN,0.899999976,8/19/2022,4,"1,2,3",4,4,4,5,4,4,4,4,4,5,4,The image is beautiful animals ,27,1,1,5,Image2
A2C5OWUMFG6DLX,82845,8/20/2022 1:46,8/20/2022 1:50,100,236,1,8/20/2022 1:50,R_2XcdS7aCm4dPAgo,EN,0.800000012,8/20/2022,4,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,In this post the person and gorilla looking together,25,1,2,4,Image1
A1HVA6N137E7XH,62387,8/20/2022 1:48,8/20/2022 1:55,100,416,1,8/20/2022 1:55,R_2bI87NFckU4BAqT,EN,1,8/20/2022,4,"2,5",4,5,4,1,5,4,5,1,5,4,5,Inspiring,30,2,2,2,Image2
A15371QYPJ8SSR,72310,8/20/2022 1:48,8/20/2022 1:56,100,445,1,8/20/2022 1:56,R_1EcTP5tWFJOvZuP,EN,0.899999976,8/19/2022,4,"1,2,3,4,5",5,4,5,4,5,4,4,4,4,4,4,Animals beautiful picture,62,3,1,4,Image3
A2VTSIPX9JWZ5W,17840,8/20/2022 1:49,8/20/2022 1:55,100,367,1,8/20/2022 1:55,R_25si3puPNaMhc4b,EN,0.899999976,8/19/2022,5,"1,2,3,4,5",5,5,5,5,5,5,5,5,5,4,5,Wildlife,49,3,1,4,Image4
A2OE1PSWQTMC52,11731,8/20/2022 1:49,8/20/2022 1:58,99,511,0,8/27/2022 1:58,R_2EzoNjp3gpdvRjy,EN,0.899999976,8/19/2022,4,"1,2,3",5,4,4,5,5,5,4,4,4,4,5,Nice seanary to look ,34,4,1,4,Image2
AY2F6BGXQM0UW,69661,8/20/2022 1:49,8/20/2022 2:05,100,924,1,8/20/2022 2:05,R_3HFDGor0BGu7EB6,EN,0.899999976,8/20/2022,4,"1,2,3,4,5",4,4,4,4,4,4,4,4,4,4,5,CUTE ,25,1,1,4,Image3
A2CG0SDSBPVA3N,16266,8/20/2022 1:50,8/20/2022 2:07,100,1011,1,8/20/2022 2:07,R_2DYMtU5QpctYLiN,EN,1,8/20/2022,4,"1,2,4",4,5,5,5,4,4,4,4,4,4,4,i think the picture in this post will rare to see,25,1,1,4,Image4
AKCFK7XDGUHNN,19262,8/20/2022 1:51,8/20/2022 2:05,100,871,1,8/20/2022 2:05,R_u4dX1aq3jomaeZP,EN,1,8/20/2022,4,"1,2,3,5",4,4,4,4,4,4,4,4,4,4,4,This post is remain to save animals,25,1,1,4,Image1
A38IVICIOEVSNE,68460,8/20/2022 1:51,8/20/2022 1:55,100,206,1,8/20/2022 1:55,R_30oP5AZdmAsSppx,EN,1,8/20/2022,2,2,3,3,3,1,4,2,2,1,5,3,2,Bad,19,1,2,2,Image1
AJUVX0E4OPTAO,16797,8/20/2022 1:52,8/20/2022 1:57,100,309,1,8/20/2022 1:57,R_uq9Dr5lIRPgzEl3,EN,0.899999976,8/19/2022,5,"1,2,3",5,5,5,5,5,5,5,5,5,5,5,Save the animal,50,1,2,5,Image2
A1XCE4QWZ9ZCC2,17165,8/20/2022 1:52,8/20/2022 2:02,100,583,1,8/20/2022 2:02,R_1EcvLeQqja8UFwI,EN,0.899999976,8/20/2022,2,6,1,3,4,1,4,5,4,1,5,1,2,Kinship ,48,1,2,3,Image2
A25HI5HXUJ0FHF,32821,8/20/2022 1:52,8/20/2022 2:00,100,468,1,8/20/2022 2:00,R_5je2N60NkIBcLfP,EN,1,8/19/2022,1,"1,2,5",3,4,3,2,2,2,4,2,5,4,4,fluffy,30,1,2,4,Image3
A2XQPV8XEOGQO6,28776,8/20/2022 1:52,8/20/2022 2:09,100,993,1,8/20/2022 2:09,R_Rq5JzkrqxwM1Gvv,EN,0.899999976,8/20/2022,4,"1,2,3",4,4,5,5,4,4,5,4,4,5,4,i think this pic will good to see,25,1,2,4,Image1
A87PV9R9JDDYK,47901,8/20/2022 1:53,8/20/2022 2:04,100,626,1,8/20/2022 2:04,R_3GBx8WyKQlrjazx,EN,0.899999976,8/20/2022,2,"1,2,3",5,2,4,2,5,4,4,2,4,4,5,Conservation,27,7,1,6,Image3
ANFLGLM7UPZPD,18432,8/20/2022 1:54,8/20/2022 2:05,100,633,1,8/20/2022 2:05,R_3CTP7t2NL7f4VgL,EN,0.699999988,8/20/2022,4,"1,2,3,4,5",3,4,4,3,3,4,4,3,4,4,5,Wild animals conservation is very important,25,1,2,4,Image3
A2QVI3NRIIK35Y,79089,8/20/2022 1:56,8/20/2022 2:05,100,558,1,8/20/2022 2:05,R_0p7G5bWbBuTSDSh,EN,0.899999976,8/19/2022,3,"1,2,3,4,5,6",3,4,4,3,5,4,3,5,4,3,4,monkey,43,1,2,4,Image4
A25F677N831SP7,49198,8/20/2022 1:56,8/20/2022 2:07,100,661,1,8/20/2022 2:07,R_1lcJBDz4R3WQh7I,EN,0.899999976,8/20/2022,4,"1,2,3,4,5",4,4,3,3,4,4,4,4,4,3,4,This post is very good,25,1,2,4,Image2
